date,instance_id,instance_type,cpu_avg,memory_avg,network_in,network_out,cost_usd
2024-04-06,i-0010be4d,t3.small,26.98,33.92,1.7311,0.2026,0.5201
2024-04-07,i-0010be4d,t3.small,21.8,32.76,1.9206,2.2346,0.6936
2024-04-08,i-0010be4d,t3.small,70.78,88.14,7.2947,3.0344,0.778
2024-04-09,i-0010be4d,t3.small,44.52,62.29,4.8351,5.2432,0.9624
2024-04-10,i-0010be4d,t3.small,53.61,54.77,6.8418,0.6708,0.5359
2024-04-11,i-0010be4d,t3.small,42.76,35.23,7.2705,0.7431,0.5703
2024-04-12,i-0010be4d,t3.small,54.07,80.76,6.9391,3.8125,0.8538
2024-04-13,i-0010be4d,t3.small,22.5,34.71,1.8336,0.0,0.489
2024-04-14,i-0010be4d,t3.small,20.25,36.14,1.6616,0.9199,0.5534
2024-04-15,i-0010be4d,t3.small,41.56,61.0,1.5969,2.6337,0.7795
2024-04-16,i-0010be4d,t3.small,53.6,81.72,0.3137,5.621,0.989
2024-04-17,i-0010be4d,t3.small,57.56,81.1,6.4912,3.6797,0.8223
2024-04-18,i-0010be4d,t3.small,63.45,77.95,7.9912,5.1473,0.9976
2024-04-19,i-0010be4d,t3.small,47.71,59.27,5.5679,1.5359,0.6109
2024-04-20,i-0010be4d,t3.small,24.26,23.33,0.461,0.049,0.3191
2024-04-21,i-0010be4d,t3.small,28.4,44.69,1.8844,0.7925,0.5772
2024-04-22,i-0010be4d,t3.small,39.89,41.28,3.6242,0.6764,0.5736
2024-04-23,i-0010be4d,t3.small,40.96,59.18,3.5204,0.7818,0.5903
2024-04-24,i-0010be4d,t3.small,42.49,45.62,2.7854,3.575,0.8278
2024-04-25,i-0010be4d,t3.small,57.18,50.17,2.9181,0.9647,0.3071
2024-04-26,i-0010be4d,t3.small,48.0,43.59,1.8551,3.8402,0.8655
2024-04-27,i-0010be4d,t3.small,23.29,25.93,3.9099,0.0,0.524
2024-04-28,i-0010be4d,t3.small,23.56,26.21,0.3302,0.4156,0.5214
2024-04-29,i-0010be4d,t3.small,48.81,53.3,4.6186,0.8229,0.5714
2024-04-30,i-0010be4d,t3.small,58.52,51.3,4.6753,4.7946,0.954
2024-05-01,i-0010be4d,t3.small,48.27,67.09,1.0826,1.995,0.6575
2024-05-02,i-0010be4d,t3.small,51.53,51.97,4.4808,1.4155,0.6517
2024-05-03,i-0010be4d,t3.small,63.23,68.91,3.6449,4.616,2.7384
2024-05-04,i-0010be4d,t3.small,30.04,39.8,4.3346,0.6695,0.5362
2024-05-05,i-0010be4d,t3.small,32.0,39.33,0.8368,0.0,0.4978
2024-05-06,i-0010be4d,t3.small,60.03,59.76,3.076,1.9852,0.6964
2024-05-07,i-0010be4d,t3.small,62.62,74.19,3.1388,4.212,0.9021
2024-05-08,i-0010be4d,t3.small,59.93,76.85,7.4902,4.5357,0.9175
2024-05-09,i-0010be4d,t3.small,54.71,46.54,8.1419,1.4409,0.6367
2024-05-10,i-0010be4d,t3.small,50.88,46.38,4.1118,0.8228,0.5596
2024-05-11,i-0010be4d,t3.small,23.88,18.87,3.0114,0.0,0.4891
2024-05-12,i-0010be4d,t3.small,25.2,32.23,1.5572,1.0828,0.5966
2024-05-13,i-0010be4d,t3.small,52.28,42.26,6.5433,3.1504,0.8108
2024-05-14,i-0010be4d,t3.small,49.6,61.02,10.1203,3.0284,0.7907
2024-05-15,i-0010be4d,t3.small,57.5,79.58,6.6974,1.7769,0.4177
2024-05-16,i-0010be4d,t3.small,51.61,53.85,6.2247,3.4005,0.7831
2024-05-17,i-0010be4d,t3.small,54.19,54.77,3.4123,2.2753,0.6979
2024-05-18,i-0010be4d,t3.small,26.22,43.59,4.2934,1.5355,0.6281
2024-05-19,i-0010be4d,t3.small,22.39,44.67,0.0,1.2714,0.6344
2024-05-20,i-0010be4d,t3.small,59.23,53.65,10.9874,4.87,0.9395
2024-05-21,i-0010be4d,t3.small,53.0,77.55,1.7542,0.0,0.4879
2024-05-22,i-0010be4d,t3.small,30.18,42.82,1.3704,2.4997,0.7354
2024-05-23,i-0010be4d,t3.small,63.87,83.37,8.5025,3.0413,0.7852
2024-05-24,i-0010be4d,t3.small,46.3,43.97,4.9652,4.6318,0.8893
2024-05-25,i-0010be4d,t3.small,21.87,14.74,1.6792,2.4527,0.742
2024-05-26,i-0010be4d,t3.small,18.39,19.37,0.6046,1.1168,0.574
2024-05-27,i-0010be4d,t3.small,47.83,51.21,4.6071,0.0,2.1237
2024-05-28,i-0010be4d,t3.small,56.42,62.64,6.7931,4.2363,0.8862
2024-05-29,i-0010be4d,t3.small,49.13,59.45,4.9646,5.6368,0.9995
2024-05-30,i-0010be4d,t3.small,66.51,80.53,11.6547,1.6841,0.5949
2024-05-31,i-0010be4d,t3.small,60.25,75.88,5.6103,3.9758,0.864
2024-06-01,i-0010be4d,t3.small,24.3,40.05,0.0,2.395,0.7247
2024-06-02,i-0010be4d,t3.small,30.72,37.32,1.094,2.3103,0.6808
2024-06-03,i-0010be4d,t3.small,63.17,59.71,4.6053,4.9989,0.8881
2024-06-04,i-0010be4d,t3.small,56.63,67.82,5.4918,3.7883,0.8198
2024-06-05,i-0010be4d,t3.small,42.58,56.59,1.8051,6.183,1.0199
2024-06-06,i-0010be4d,t3.small,48.85,57.65,5.3267,2.7461,0.7608
2024-06-07,i-0010be4d,t3.small,51.04,49.97,7.6344,5.3505,1.0011
2024-06-08,i-0010be4d,t3.small,24.52,21.98,2.4874,1.1655,0.602
2024-06-09,i-0010be4d,t3.small,19.79,10.45,0.9631,0.0,0.5042
2024-06-10,i-0010be4d,t3.small,43.54,54.22,1.6093,1.4326,0.6248
2024-06-11,i-0010be4d,t3.small,54.36,53.85,6.366,5.2024,1.0055
2024-06-12,i-0010be4d,t3.small,54.96,48.8,8.0602,5.0146,0.7782
2024-06-13,i-0010be4d,t3.small,51.25,77.71,5.7368,4.2655,0.8816
2024-06-14,i-0010be4d,t3.small,58.01,69.63,5.4414,3.0866,0.7523
2024-06-15,i-0010be4d,t3.small,20.82,27.93,0.9169,0.7613,0.5593
2024-06-16,i-0010be4d,t3.small,23.65,39.01,1.7323,1.5867,0.651
2024-06-17,i-0010be4d,t3.small,46.45,60.0,8.9218,0.0,0.4869
2024-06-18,i-0010be4d,t3.small,37.38,56.04,5.4478,1.6813,0.6247
2024-06-19,i-0010be4d,t3.small,50.17,48.27,5.8582,0.8106,0.5649
2024-06-20,i-0010be4d,t3.small,50.17,55.95,6.5661,3.8444,0.868
2024-06-21,i-0010be4d,t3.small,55.45,73.67,6.2115,2.3973,0.7387
2024-06-22,i-0010be4d,t3.small,25.01,44.32,3.8827,0.3295,0.5293
2024-06-23,i-0010be4d,t3.small,32.03,30.92,0.5623,2.1834,0.7171
2024-06-24,i-0010be4d,t3.small,50.17,85.97,5.8659,2.6901,0.7224
2024-06-25,i-0010be4d,t3.small,46.61,60.35,8.6468,2.8797,0.7646
2024-06-26,i-0010be4d,t3.small,45.41,49.2,0.5366,4.4269,0.9014
2024-06-27,i-0010be4d,t3.small,55.64,75.55,6.6528,1.978,0.7004
2024-06-28,i-0010be4d,t3.small,65.62,64.95,5.4281,0.7107,0.5603
2024-06-29,i-0010be4d,t3.small,29.83,34.02,3.0142,0.5814,0.5649
2024-06-30,i-0010be4d,t3.small,50.17,27.77,3.3229,0.8335,0.5391
2024-01-01,i-00115ddb,c5.large,7.44,19.75,0.6643,1.966,2.155
2024-01-02,i-00115ddb,c5.large,7.88,13.75,5.1492,2.1359,2.2535
2024-01-03,i-00115ddb,c5.large,6.37,14.88,0.1887,0.0,1.9448
2024-01-04,i-00115ddb,c5.large,7.24,3.34,0.0,1.69,2.274
2024-01-05,i-00115ddb,c5.large,2.56,8.34,0.0,0.0,1.3252
2024-01-06,i-00115ddb,c5.large,5.46,11.85,1.6916,0.0742,2.1632
2024-01-07,i-00115ddb,c5.large,1.63,8.69,0.0,0.0,2.0946
2024-01-08,i-00115ddb,c5.large,7.95,18.08,0.0,0.0,2.1189
2024-01-09,i-00115ddb,c5.large,5.14,11.36,0.0,1.0383,2.0566
2024-01-10,i-00115ddb,c5.large,4.23,11.64,2.1478,0.5487,2.1096
2024-01-11,i-00115ddb,c5.large,5.92,10.21,1.8345,0.0,7.55
2024-01-12,i-00115ddb,c5.large,4.37,25.33,0.0,0.3332,1.9713
2024-01-13,i-00115ddb,c5.large,5.73,2.27,0.0,1.8478,2.2869
2024-01-14,i-00115ddb,c5.large,7.31,21.64,0.6017,0.0,2.0129
2024-01-15,i-00115ddb,c5.large,2.38,7.59,3.4054,0.0,2.1208
2024-01-16,i-00115ddb,c5.large,5.46,10.96,1.2741,0.0,8.8573
2024-01-17,i-00115ddb,c5.large,3.76,8.72,0.0,0.0,0.7954
2024-01-18,i-00115ddb,c5.large,6.94,17.27,1.3384,2.0572,2.3919
2024-01-19,i-00115ddb,c5.large,4.37,6.08,2.3547,3.7138,2.399
2024-01-20,i-00115ddb,c5.large,6.8,22.37,0.0685,1.1629,2.1434
2024-01-21,i-00115ddb,c5.large,3.56,18.85,0.0,0.5854,1.9857
2024-01-22,i-00115ddb,c5.large,8.63,11.13,0.952,2.0207,2.2336
2024-01-23,i-00115ddb,c5.large,2.04,9.22,0.1189,0.0,1.951
2024-01-24,i-00115ddb,c5.large,5.77,19.09,0.957,0.1904,2.0341
2024-01-25,i-00115ddb,c5.large,5.91,1.0,0.0,0.0,2.0147
2024-01-26,i-00115ddb,c5.large,4.93,4.14,0.0,0.0,1.976
2024-01-27,i-00115ddb,c5.large,5.74,11.73,0.0,0.0,2.1508
2024-01-28,i-00115ddb,c5.large,4.33,11.59,4.5634,2.1438,2.2403
2024-01-29,i-00115ddb,c5.large,5.89,9.43,2.6337,0.3401,2.1729
2024-01-30,i-00115ddb,c5.large,5.65,14.67,0.0,0.0,1.9608
2024-01-31,i-00115ddb,c5.large,5.46,15.05,2.8182,0.0,1.955
2024-02-01,i-00115ddb,c5.large,5.47,7.85,0.0,2.0315,2.1786
2024-02-02,i-00115ddb,c5.large,5.08,14.85,4.8416,0.6063,2.1488
2024-02-03,i-00115ddb,c5.large,3.96,13.01,0.8256,1.0718,2.2342
2024-02-04,i-00115ddb,c5.large,6.41,17.95,0.0867,0.0,2.0619
2024-02-05,i-00115ddb,c5.large,7.42,16.65,0.0,0.9616,2.0249
2024-02-06,i-00115ddb,c5.large,6.17,14.2,1.9768,1.2387,2.1303
2024-02-07,i-00115ddb,c5.large,1.76,13.21,2.6044,0.0,1.948
2024-02-08,i-00115ddb,c5.large,5.23,22.9,0.0,0.0,1.9979
2024-02-09,i-00115ddb,c5.large,6.36,14.77,0.5329,1.4407,2.1507
2024-02-10,i-00115ddb,c5.large,4.19,6.84,0.9577,0.6718,2.0483
2024-02-11,i-00115ddb,c5.large,4.09,16.68,0.0,3.661,2.3988
2024-02-12,i-00115ddb,c5.large,7.06,12.26,0.0,0.0,2.0506
2024-02-13,i-00115ddb,c5.large,3.72,8.66,1.2905,1.2494,2.1524
2024-02-14,i-00115ddb,c5.large,4.7,10.9,0.0,0.0,2.0483
2024-02-15,i-00115ddb,c5.large,3.72,4.54,0.0,0.0,2.0279
2024-02-16,i-00115ddb,c5.large,6.03,18.11,2.6927,0.0,2.0686
2024-02-17,i-00115ddb,c5.large,8.16,19.25,6.304,0.5881,2.1041
2024-02-18,i-00115ddb,c5.large,5.12,9.2,0.1909,1.792,2.1376
2024-02-19,i-00115ddb,c5.large,5.27,6.11,0.0,1.9625,2.2238
2024-02-20,i-00115ddb,c5.large,2.4,17.11,2.529,0.0,1.9629
2024-02-21,i-00115ddb,c5.large,8.35,14.61,0.597,0.0,6.6211
2024-02-22,i-00115ddb,c5.large,4.05,19.15,4.9981,3.3401,2.322
2024-02-23,i-00115ddb,c5.large,5.73,21.68,0.0,0.0,1.9883
2024-02-24,i-00115ddb,c5.large,6.07,8.88,0.0,0.0,1.9503
2024-02-25,i-00115ddb,c5.large,7.22,17.16,0.0,1.4109,2.1093
2024-02-26,i-00115ddb,c5.large,5.66,16.11,1.3289,3.3058,2.3755
2024-02-27,i-00115ddb,c5.large,6.51,14.32,6.7824,0.0,8.3824
2024-02-28,i-00115ddb,c5.large,4.55,11.18,4.7617,0.0,1.5121
2024-02-29,i-00115ddb,c5.large,6.68,15.59,0.0,0.0,1.9933
2024-03-01,i-00115ddb,c5.large,3.3,8.31,0.0,0.0,2.0648
2024-03-02,i-00115ddb,c5.large,3.03,5.78,1.6583,1.5091,2.1935
2024-03-03,i-00115ddb,c5.large,4.72,14.74,0.0,0.0,1.997
2024-03-04,i-00115ddb,c5.large,6.62,19.74,1.3069,0.0,2.0625
2024-03-05,i-00115ddb,c5.large,5.46,10.43,0.0,2.5906,2.2561
2024-03-06,i-00115ddb,c5.large,7.82,21.62,0.0,0.0,2.0374
2024-03-07,i-00115ddb,c5.large,5.46,1.55,0.0,0.0,2.0098
2024-03-08,i-00115ddb,c5.large,3.73,8.15,0.0,0.0,2.0656
2024-03-09,i-00115ddb,c5.large,3.86,18.18,1.1811,0.0,2.1054
2024-03-10,i-00115ddb,c5.large,5.45,8.41,0.399,0.0,2.1386
2024-03-11,i-00115ddb,c5.large,3.31,20.52,1.4175,0.9187,2.1397
2024-03-12,i-00115ddb,c5.large,5.7,13.01,0.0,0.0,1.985
2024-03-13,i-00115ddb,c5.large,5.0,14.49,1.1747,1.0924,2.1675
2024-03-14,i-00115ddb,c5.large,6.28,26.12,4.0531,0.7042,2.1798
2024-03-15,i-00115ddb,c5.large,5.96,26.38,0.0,0.4426,2.0773
2024-03-16,i-00115ddb,c5.large,7.05,20.85,0.0,0.0,2.0703
2024-03-17,i-00115ddb,c5.large,6.3,19.36,0.0,0.9925,2.022
2024-03-18,i-00115ddb,c5.large,6.22,17.22,0.7723,1.0577,2.1103
2024-03-19,i-00115ddb,c5.large,7.68,10.02,1.2815,2.3516,2.189
2024-03-20,i-00115ddb,c5.large,6.83,10.52,1.9864,1.9597,2.3324
2024-03-21,i-00115ddb,c5.large,8.15,25.31,0.6332,0.0,2.0439
2024-03-22,i-00115ddb,c5.large,4.01,1.0,0.0,0.0588,2.1111
2024-03-23,i-00115ddb,c5.large,6.19,24.49,2.1244,0.0,2.1519
2024-03-24,i-00115ddb,c5.large,4.96,7.93,1.8497,0.8681,2.1583
2024-03-25,i-00115ddb,c5.large,7.44,13.35,2.8741,1.0068,2.1358
2024-03-26,i-00115ddb,c5.large,4.49,20.34,0.0,1.3367,2.0264
2024-03-27,i-00115ddb,c5.large,5.67,7.5,1.1881,0.7639,2.0231
2024-03-28,i-00115ddb,c5.large,6.18,8.02,1.4868,0.0,2.0943
2024-03-29,i-00115ddb,c5.large,5.11,6.18,3.0508,3.0108,2.2872
2024-03-30,i-00115ddb,c5.large,4.66,12.77,1.4755,1.5085,2.1582
2024-03-31,i-00115ddb,c5.large,4.89,20.09,0.0,2.1153,2.2223
2024-04-01,i-00115ddb,c5.large,4.84,1.0,3.8656,0.6914,2.1608
2024-04-02,i-00115ddb,c5.large,4.42,19.21,0.5858,3.4642,2.2384
2024-04-03,i-00115ddb,c5.large,3.53,18.2,3.9013,1.696,2.0835
2024-04-04,i-00115ddb,c5.large,5.46,13.98,0.0357,0.8791,2.1063
2024-04-05,i-00115ddb,c5.large,7.5,13.19,3.6338,0.0,0.6653
2024-04-06,i-00115ddb,c5.large,4.95,18.96,0.0,1.7571,2.217
2024-04-07,i-00115ddb,c5.large,4.03,8.25,0.185,2.0224,2.2522
2024-04-08,i-00115ddb,c5.large,4.15,12.8,0.0,2.1284,2.2567
2024-04-09,i-00115ddb,c5.large,6.7,10.95,4.3517,1.5702,2.2111
2024-04-10,i-00115ddb,c5.large,4.5,18.75,0.2542,3.7941,1.7337
2024-04-11,i-00115ddb,c5.large,4.26,15.79,0.3227,1.684,2.1924
2024-04-12,i-00115ddb,c5.large,7.56,18.61,0.2756,1.7691,2.1998
2024-04-13,i-00115ddb,c5.large,7.51,24.79,1.308,0.4661,2.1172
2024-04-14,i-00115ddb,c5.large,5.26,13.31,1.2821,0.9905,2.2294
2024-04-15,i-00115ddb,c5.large,9.69,24.69,0.0,2.9607,2.338
2024-04-16,i-00115ddb,c5.large,5.81,8.19,0.0,2.9842,2.2193
2024-04-17,i-00115ddb,c5.large,3.4,14.63,1.7266,3.3855,2.3877
2024-04-18,i-00115ddb,c5.large,3.84,11.1,1.0996,0.0,1.9538
2024-04-19,i-00115ddb,c5.large,5.92,16.73,0.0,0.0,2.0381
2024-04-20,i-00115ddb,c5.large,3.33,16.92,0.0,3.2982,2.3512
2024-04-21,i-00115ddb,c5.large,8.32,8.25,0.0,2.7676,2.2975
2024-04-22,i-00115ddb,c5.large,4.79,20.87,0.0,0.0,2.0853
2024-04-23,i-00115ddb,c5.large,6.81,13.5,1.4955,0.8917,2.1438
2024-04-24,i-00115ddb,c5.large,5.95,16.68,2.215,0.0,2.118
2024-04-25,i-00115ddb,c5.large,4.96,21.27,3.736,1.96,2.1661
2024-04-26,i-00115ddb,c5.large,6.14,20.34,2.1372,0.0881,1.9972
2024-04-27,i-00115ddb,c5.large,3.24,5.19,0.0,0.0,2.0399
2024-04-28,i-00115ddb,c5.large,3.32,8.85,0.0,3.6078,2.4025
2024-04-29,i-00115ddb,c5.large,3.59,24.38,0.0,0.8402,1.9407
2024-04-30,i-00115ddb,c5.large,9.29,24.94,0.0552,0.0,2.0643
2024-05-01,i-00115ddb,c5.large,4.98,17.86,0.0,0.8296,2.0913
2024-05-02,i-00115ddb,c5.large,4.23,16.8,2.7802,0.0,2.1071
2024-05-03,i-00115ddb,c5.large,5.25,6.4,2.5206,2.3884,2.2034
2024-05-04,i-00115ddb,c5.large,3.84,11.55,0.0,0.3044,2.0924
2024-05-05,i-00115ddb,c5.large,7.03,20.19,1.092,0.0,2.0139
2024-05-06,i-00115ddb,c5.large,6.8,11.21,4.2571,0.6401,2.1951
2024-05-07,i-00115ddb,c5.large,4.43,6.54,1.1584,0.0,1.9969
2024-05-08,i-00115ddb,c5.large,3.49,10.0,0.4415,4.3602,2.4766
2024-05-09,i-00115ddb,c5.large,4.89,14.13,0.9379,0.0,2.041
2024-05-10,i-00115ddb,c5.large,7.69,15.95,2.2959,2.3665,2.3157
2024-05-11,i-00115ddb,c5.large,9.12,21.83,0.4405,4.4299,2.5239
2024-05-12,i-00115ddb,c5.large,5.73,9.83,0.0,2.244,2.3206
2024-05-13,i-00115ddb,c5.large,7.16,2.77,2.1338,0.0,2.0762
2024-05-14,i-00115ddb,c5.large,4.51,10.28,0.0,0.0,1.952
2024-05-15,i-00115ddb,c5.large,5.96,10.13,0.0,0.0,2.0362
2024-05-16,i-00115ddb,c5.large,6.26,16.77,2.7029,0.9561,1.9942
2024-05-17,i-00115ddb,c5.large,6.99,24.97,4.7184,0.9498,2.0644
2024-05-18,i-00115ddb,c5.large,4.27,8.51,1.3625,3.284,2.313
2024-05-19,i-00115ddb,c5.large,5.62,13.12,0.0596,1.4993,2.1274
2024-05-20,i-00115ddb,c5.large,5.55,10.5,0.0,2.5705,2.1359
2024-05-21,i-00115ddb,c5.large,4.62,17.67,4.3907,2.0735,2.1347
2024-05-22,i-00115ddb,c5.large,6.58,9.88,0.0,0.0,2.1058
2024-05-23,i-00115ddb,c5.large,4.59,5.99,1.7517,0.0,2.0491
2024-05-24,i-00115ddb,c5.large,4.53,10.94,0.0,5.5738,6.6706
2024-05-25,i-00115ddb,c5.large,6.84,18.0,4.053,1.0813,2.1106
2024-05-26,i-00115ddb,c5.large,7.15,12.41,0.0,0.062,2.1514
2024-05-27,i-00115ddb,c5.large,3.62,8.71,0.0,0.0,1.9808
2024-05-28,i-00115ddb,c5.large,3.3,19.2,3.5009,0.0,2.0649
2024-05-29,i-00115ddb,c5.large,2.67,5.99,4.637,3.5166,2.2888
2024-05-30,i-00115ddb,c5.large,5.79,2.66,8.1832,2.4001,2.2074
2024-05-31,i-00115ddb,c5.large,5.89,13.065,0.2972,1.0845,2.1596
2024-06-01,i-00115ddb,c5.large,7.51,10.8,0.7909,0.0,2.1188
2024-06-02,i-00115ddb,c5.large,1.71,9.52,0.2616,1.1137,2.1313
2024-06-03,i-00115ddb,c5.large,4.21,10.99,2.0844,0.9901,2.1046
2024-06-04,i-00115ddb,c5.large,6.21,16.37,0.0,0.0,2.0857
2024-06-05,i-00115ddb,c5.large,4.75,4.33,3.926,0.0,1.9989
2024-06-06,i-00115ddb,c5.large,6.59,18.61,0.2881,0.0,1.9921
2024-06-07,i-00115ddb,c5.large,6.4,18.49,1.3232,1.392,2.109
2024-06-08,i-00115ddb,c5.large,4.11,6.55,1.3108,0.0,2.1385
2024-06-09,i-00115ddb,c5.large,1.67,18.86,6.9933,0.972,2.1552
2024-06-10,i-00115ddb,c5.large,4.66,9.44,1.3663,0.0,2.0396
2024-06-11,i-00115ddb,c5.large,2.66,11.75,0.0493,0.2746,2.0435
2024-06-12,i-00115ddb,c5.large,3.22,17.21,0.0,0.0,2.0766
2024-06-13,i-00115ddb,c5.large,2.59,1.0,0.0,2.8335,2.1849
2024-06-14,i-00115ddb,c5.large,7.5,6.61,0.0,0.6403,2.1062
2024-06-15,i-00115ddb,c5.large,4.12,15.31,3.3838,1.9506,2.2026
2024-06-16,i-00115ddb,c5.large,6.23,23.24,0.0,0.779,2.0816
2024-06-17,i-00115ddb,c5.large,4.21,8.45,0.5161,0.0721,2.0204
2024-06-18,i-00115ddb,c5.large,6.85,14.64,0.0,0.0,1.9447
2024-06-19,i-00115ddb,c5.large,6.63,11.5,0.0,2.7146,2.3124
2024-06-20,i-00115ddb,c5.large,5.5,12.21,1.1479,0.4459,2.0783
2024-06-21,i-00115ddb,c5.large,5.08,13.065,1.4734,0.3748,1.9422
2024-06-22,i-00115ddb,c5.large,7.97,22.84,0.0,0.0,2.0337
2024-06-23,i-00115ddb,c5.large,4.98,9.31,0.0,2.9183,2.2309
2024-06-24,i-00115ddb,c5.large,4.37,11.18,1.675,0.1798,0.8742
2024-06-25,i-00115ddb,c5.large,7.6,6.14,0.8334,0.0,1.9749
2024-06-26,i-00115ddb,c5.large,6.77,11.76,0.0,1.0779,2.1415
2024-06-27,i-00115ddb,c5.large,4.58,16.97,0.1919,1.0392,2.1558
2024-06-28,i-00115ddb,c5.large,3.46,11.51,0.2994,0.0,2.0956
2024-06-29,i-00115ddb,c5.large,7.54,11.9,0.0301,0.6212,2.0612
2024-06-30,i-00115ddb,c5.large,5.87,26.24,0.6395,2.3372,2.2891
2024-01-01,i-0012692d,r5.xlarge,61.85,82.73,1.9642,4.5168,6.2573
2024-01-02,i-0012692d,r5.xlarge,69.79,93.97,7.0042,4.1578,6.6741
2024-01-03,i-0012692d,r5.xlarge,73.22,77.57,4.7658,5.5411,6.4662
2024-01-04,i-0012692d,r5.xlarge,57.85,72.79,6.9806,2.2951,6.3116
2024-01-05,i-0012692d,r5.xlarge,60.05,73.0,5.3032,4.6678,6.4158
2024-01-06,i-0012692d,r5.xlarge,24.73,33.58,0.0,0.5656,5.9589
2024-01-07,i-0012692d,r5.xlarge,25.41,44.02,2.0538,1.1503,6.0924
2024-01-08,i-0012692d,r5.xlarge,56.62,79.39,0.9301,3.8542,6.5755
2024-01-09,i-0012692d,r5.xlarge,62.74,53.72,2.2138,2.6284,6.4907
2024-01-10,i-0012692d,r5.xlarge,53.55,76.17,6.586,3.3331,6.3679
2024-01-11,i-0012692d,r5.xlarge,61.43,61.08,6.641,3.9648,6.826
2024-01-12,i-0012692d,r5.xlarge,49.84,70.14,6.6198,2.9577,6.041
2024-01-13,i-0012692d,r5.xlarge,24.55,29.14,1.7294,0.7446,6.0649
2024-01-14,i-0012692d,r5.xlarge,25.45,29.61,0.6929,0.8387,6.1747
2024-01-15,i-0012692d,r5.xlarge,64.07,82.61,8.4107,1.5021,6.4092
2024-01-16,i-0012692d,r5.xlarge,48.83,50.69,7.7583,0.3682,5.7508
2024-01-17,i-0012692d,r5.xlarge,73.11,81.75,7.1029,3.558,6.4432
2024-01-18,i-0012692d,r5.xlarge,54.25,56.53,7.0997,3.291,6.487
2024-01-19,i-0012692d,r5.xlarge,49.91,55.56,4.9264,4.1705,6.5072
2024-01-20,i-0012692d,r5.xlarge,21.09,28.5,0.0,0.8476,6.2469
2024-01-21,i-0012692d,r5.xlarge,21.95,41.19,2.2409,1.4167,6.3841
2024-01-22,i-0012692d,r5.xlarge,56.52,57.71,8.0451,1.2192,6.0418
2024-01-23,i-0012692d,r5.xlarge,54.87,79.32,4.6487,3.2552,3.848
2024-01-24,i-0012692d,r5.xlarge,51.45,52.95,5.2517,2.8738,6.5959
2024-01-25,i-0012692d,r5.xlarge,57.42,73.28,9.2393,1.2805,6.1103
2024-01-26,i-0012692d,r5.xlarge,51.37,51.93,1.7586,4.1833,6.3511
2024-01-27,i-0012692d,r5.xlarge,24.18,24.63,2.0172,1.3142,2.4946
2024-01-28,i-0012692d,r5.xlarge,18.46,33.38,1.0033,2.2261,6.1244
2024-01-29,i-0012692d,r5.xlarge,56.95,66.69,5.2481,0.0,4.3615
2024-01-30,i-0012692d,r5.xlarge,58.33,76.37,0.3615,3.4788,6.151
2024-01-31,i-0012692d,r5.xlarge,62.04,44.9,0.9786,2.1905,6.1485
2024-02-01,i-0012692d,r5.xlarge,59.54,60.94,6.6703,2.078,6.1373
2024-02-02,i-0012692d,r5.xlarge,38.59,52.8,4.8961,2.8374,6.5774
2024-02-03,i-0012692d,r5.xlarge,21.28,32.18,0.2257,1.1868,6.0002
2024-02-04,i-0012692d,r5.xlarge,25.91,39.67,0.9375,0.5243,6.2754
2024-02-05,i-0012692d,r5.xlarge,42.51,40.94,3.6418,1.429,5.8854
2024-02-06,i-0012692d,r5.xlarge,56.96,64.49,1.1397,2.5744,6.6353
2024-02-07,i-0012692d,r5.xlarge,53.63,59.67,7.7234,4.7991,6.3169
2024-02-08,i-0012692d,r5.xlarge,66.05,74.46,4.8032,3.0351,6.3652
2024-02-09,i-0012692d,r5.xlarge,69.88,69.27,7.9293,14.4097,29.7937
2024-02-10,i-0012692d,r5.xlarge,29.4,26.79,1.2054,1.3869,6.2347
2024-02-11,i-0012692d,r5.xlarge,20.74,39.96,0.0,0.6063,6.3248
2024-02-12,i-0012692d,r5.xlarge,60.48,74.88,2.58,1.3898,6.0818
2024-02-13,i-0012692d,r5.xlarge,58.45,76.86,3.6428,10.3475,20.0649
2024-02-14,i-0012692d,r5.xlarge,36.99,45.28,0.7035,3.1273,6.2839
2024-02-15,i-0012692d,r5.xlarge,68.15,78.98,8.5455,2.6105,6.4528
2024-02-16,i-0012692d,r5.xlarge,53.76,58.72,2.8571,1.3959,6.1313
2024-02-17,i-0012692d,r5.xlarge,26.51,30.78,1.0627,0.1039,6.3655
2024-02-18,i-0012692d,r5.xlarge,32.03,38.39,2.9015,1.858,6.5251
2024-02-19,i-0012692d,r5.xlarge,53.75,51.36,3.1789,5.8683,6.9675
2024-02-20,i-0012692d,r5.xlarge,78.96,79.89,7.4484,4.5869,4.0598
2024-02-21,i-0012692d,r5.xlarge,51.27,48.86,2.9076,1.7981,6.1405
2024-02-22,i-0012692d,r5.xlarge,53.67,76.78,4.4119,3.1304,6.3939
2024-02-23,i-0012692d,r5.xlarge,62.93,67.53,4.2504,5.6057,6.4002
2024-02-24,i-0012692d,r5.xlarge,22.29,35.79,2.4553,0.0,6.1661
2024-02-25,i-0012692d,r5.xlarge,24.45,39.59,0.0,0.9162,6.421
2024-02-26,i-0012692d,r5.xlarge,50.64,60.71,4.5733,3.7042,6.4574
2024-02-27,i-0012692d,r5.xlarge,53.85,41.53,4.0445,0.8422,6.3164
2024-02-28,i-0012692d,r5.xlarge,54.07,55.26,6.4422,4.0787,6.4003
